date,reservoir,depth,density_cells/ml
2017-08-29,CMR,5,"596426,7984"
2017-08-29,CMR,5,"22998,46266"
2017-08-29,CMR,5,"318912,0156"
2017-08-29,CMR,5,"699153,265"
2017-08-29,CMR,5,"73595,08053"
2017-08-29,CMR,5,"113459,0825"
2017-08-29,CMR,5,"305112,938"
2017-08-29,CMR,0,"3514,321017"
2017-08-29,CMR,0,"232613,0224"
2017-08-29,CMR,0,"52567,91466"
2017-08-29,CMR,0,"304893,905"
2017-08-29,CMR,0,"137990,776"
2017-08-29,CMR,0,"49939,51893"
2017-08-29,CMR,0,"10513,58293"
2017-08-29,CMR,0,"2555,869831"
2017-08-29,CMR,0,"10513,58293"
2017-08-29,CMR,0,"779319,3349"
2017-08-29,CMR,0,"107764,2251"
2017-08-29,CMR,0,"88051,25706"
2017-08-29,CMR,0,"622929,7887"
2017-08-29,CMR,0,10000
2017-08-29,CMR,0,"64920,63492"
2017-08-29,CMR,0,108000
2017-08-29,CMR,0,19200
2017-08-29,CMR,0,4000
2017-08-29,CMR,0,32000
2017-08-29,CMR,0,"149333,3333"
2018-07-11,CMR,0,"1235,337085"
2018-07-11,CMR,0,"126951,5139"
2018-07-11,CMR,0,"59612,01523"
2018-07-11,CMR,0,"265310,2653"
2018-07-11,CMR,0,"129159,3663"
2018-07-11,CMR,0,"1103,926208"
2018-07-11,CMR,0,"6623,557247"
2018-07-11,CMR,0,"149765,9889"
2018-07-11,CMR,0,"90153,97365"
2018-07-11,CMR,5,"133084,4373"
2018-07-11,CMR,5,"9506,031235"
2018-07-11,CMR,5,"55196,3104"
2018-07-11,CMR,5,"43850,40215"
2018-07-11,CMR,5,"223545,0571"
2018-07-11,CMR,5,"118978,7135"
2018-07-11,CMR,5,"306,6461689"
2018-07-11,CMR,5,"4906,338702"
2018-07-11,CMR,5,"101499,8819"
2018-07-11,CMR,5,"35877,60176"
2018-07-11,CMR,5,"37410,8326"
2017-06-27,CRR,0,"7447,121244"
2017-06-27,CRR,0,"84984,79537"
2017-06-27,CRR,0,"17,74909605"
2017-06-27,CRR,0,"70,99638418"
2017-06-27,CRR,0,"34826,24346"
2017-06-27,CRR,0,"3723,560622"
2017-06-27,CRR,5,"7155,077273"
